date,vaccination.administered,vaccination.administered.todate,vaccination.administered2nd,vaccination.administered2nd.todate,vaccination.administered3rd,vaccination.administered3rd.todate,vaccination.used.todate,vaccination.pfizer.used.todate,vaccination.moderna.used.todate,vaccination.az.used.todate,vaccination.janssen.used.todate,vaccination.novavax.used.todate,vaccination.delivered.todate,vaccination.pfizer.delivered,vaccination.pfizer.delivered.todate,vaccination.moderna.delivered,vaccination.moderna.delivered.todate,vaccination.az.delivered,vaccination.az.delivered.todate,vaccination.janssen.delivered,vaccination.janssen.delivered.todate,vaccination.novavax.delivered,vaccination.novavax.delivered.todate,vaccination.age.0-11.1st.todate,vaccination.age.0-11.2nd.todate,vaccination.age.0-11.3rd.todate,vaccination.age.12-17.1st.todate,vaccination.age.12-17.2nd.todate,vaccination.age.12-17.3rd.todate,vaccination.age.18-24.1st.todate,vaccination.age.18-24.2nd.todate,vaccination.age.18-24.3rd.todate,vaccination.age.25-29.1st.todate,vaccination.age.25-29.2nd.todate,vaccination.age.25-29.3rd.todate,vaccination.age.30-34.1st.todate,vaccination.age.30-34.2nd.todate,vaccination.age.30-34.3rd.todate,vaccination.age.35-39.1st.todate,vaccination.age.35-39.2nd.todate,vaccination.age.35-39.3rd.todate,vaccination.age.40-44.1st.todate,vaccination.age.40-44.2nd.todate,vaccination.age.40-44.3rd.todate,vaccination.age.45-49.1st.todate,vaccination.age.45-49.2nd.todate,vaccination.age.45-49.3rd.todate,vaccination.age.50-54.1st.todate,vaccination.age.50-54.2nd.todate,vaccination.age.50-54.3rd.todate,vaccination.age.55-59.1st.todate,vaccination.age.55-59.2nd.todate,vaccination.age.55-59.3rd.todate,vaccination.age.60-64.1st.todate,vaccination.age.60-64.2nd.todate,vaccination.age.60-64.3rd.todate,vaccination.age.65-69.1st.todate,vaccination.age.65-69.2nd.todate,vaccination.age.65-69.3rd.todate,vaccination.age.70-74.1st.todate,vaccination.age.70-74.2nd.todate,vaccination.age.70-74.3rd.todate,vaccination.age.75-79.1st.todate,vaccination.age.75-79.2nd.todate,vaccination.age.75-79.3rd.todate,vaccination.age.80-84.1st.todate,vaccination.age.80-84.2nd.todate,vaccination.age.80-84.3rd.todate,vaccination.age.85-89.1st.todate,vaccination.age.85-89.2nd.todate,vaccination.age.85-89.3rd.todate,vaccination.age.90+.1st.todate,vaccination.age.90+.2nd.todate,vaccination.age.90+.3rd.todate
2021-03-20,4066,189684,181,106916,,,296547,222591,17913,56043,,,349380,,226980,,28800,,93600,,,,,1,,,25,17,,2595,907,,4006,2356,,4781,2923,,6250,3537,,8230,4053,,9550,4385,,10890,4499,,14871,5650,,17979,3643,,8695,2030,,5667,2427,,24520,11037,,36022,29226,,23419,20248,,12183,9978,
2021-03-21,1,189685,1,106917,,,296549,222592,17913,56044,,,349380,,226980,,28800,,93600,,,,,1,,,25,17,,2595,907,,4006,2356,,4781,2923,,6250,3537,,8230,4053,,9550,4386,,10890,4499,,14871,5650,,17979,3643,,8695,2030,,5667,2427,,24520,11037,,36022,29226,,23419,20248,,12184,9978,
2021-03-22,1129,190814,9,106926,,,297687,222593,18550,56544,,,378630,29250,256230,,28800,,93600,,,,,1,,,25,17,,2596,908,,4012,2357,,4791,2923,,6264,3537,,8260,4053,,9590,4386,,10956,4499,,14975,5650,,18113,3643,,8766,2030,,5738,2427,,24960,11037,,36129,29229,,23442,20250,,12196,9980,
2021-03-23,4001,194815,316,107242,,,302004,223415,19196,59393,,,378630,,256230,,28800,,93600,,,,,1,,,25,17,,2630,908,,4064,2361,,4873,2923,,6380,3537,,8472,4053,,9862,4386,,11311,4499,,15446,5650,,18907,3644,,9197,2037,,6087,2448,,25599,11104,,36266,29349,,23477,20328,,12218,9998,
2021-03-24,7377,202192,2631,109873,,,312009,230795,19519,61695,,,378630,,256230,,28800,,93600,,,,,1,,,27,17,,2678,909,,4137,2366,,4960,2928,,6512,3542,,8630,4057,,10133,4395,,11614,4505,,15856,5658,,19542,3650,,9445,2081,,7390,2731,,28405,12468,,36880,29979,,23651,20490,,12331,10097,
2021-03-25,11932,214124,2563,112436,,,326503,242465,19950,64088,,,396630,,256230,18000,46800,,93600,,,,,1,,,28,17,,2728,913,,4194,2375,,5054,2932,,6669,3546,,8853,4068,,10395,4407,,11881,4520,,16211,5667,,20218,3655,,10063,2099,,10402,2848,,32987,13925,,37946,30564,,23972,20710,,12522,10190,
2021-03-26,13795,227919,2353,114789,,,342651,249699,20914,72038,,,401430,,256230,,46800,4800,98400,,,,,1,,,28,17,,2881,927,,4428,2398,,5444,2952,,7272,3566,,9732,4100,,11490,4421,,13081,4534,,17693,5684,,21602,3678,,10687,2147,,13078,3050,,35236,15110,,38413,31054,,24181,20884,,12672,10267,
2021-03-27,6807,234726,497,115286,,,349955,251402,20914,77639,,,401430,,256230,,46800,,98400,,,,,1,,,28,17,,2984,927,,4660,2400,,5751,2954,,7708,3570,,10299,4103,,12170,4425,,13788,4543,,18636,5686,,22718,3681,,11239,2150,,13865,3063,,35539,15375,,38473,31186,,24193,20927,,12674,10279,
2021-03-28,1258,235984,3,115289,,,351216,251848,20914,78454,,,401430,,256230,,46800,,98400,,,,,1,,,28,17,,3033,927,,4733,2400,,5807,2954,,7791,3570,,10405,4103,,12298,4425,,13949,4543,,18800,5686,,22887,3681,,11339,2150,,13927,3063,,35625,15375,,38491,31188,,24195,20927,,12675,10280,
2021-03-29,1130,237114,7,115296,,,352353,251929,20925,79499,,,430680,29250,285480,,46800,,98400,,,,,1,,,28,17,,3039,927,,4750,2400,,5854,2954,,7881,3570,,10546,4103,,12421,4426,,14093,4543,,18952,5687,,23096,3682,,11440,2152,,14002,3063,,35641,15375,,38497,31189,,24197,20927,,12676,10281,
2021-03-30,7736,244850,324,115620,,,360413,254543,22801,83069,,,430680,,285480,,46800,,98400,,,,,1,,,29,18,,3072,928,,4915,2400,,6102,2954,,8163,3571,,10967,4104,,12918,4428,,14644,4543,,19596,5691,,23657,3684,,11893,2155,,16813,3089,,36491,15576,,38637,31249,,24256,20942,,12696,10288,
2021-03-31,13437,258287,1331,116951,,,375180,262874,24897,87409,,,430680,,285480,,46800,,98400,,,,,1,,,44,18,,3145,932,,5170,2404,,6423,2960,,8537,3576,,11497,4113,,13555,4432,,15302,4551,,20195,5713,,24375,3692,,12742,2163,,22860,3167,,38399,16311,,38906,31558,,24381,21024,,12755,10337,
2021-04-01,16803,275090,2691,119642,,,394672,275906,29867,88899,,,476280,,285480,,46800,45600,144000,,,,,1,,,44,18,,3165,932,,5213,2407,,6498,2964,,8630,3581,,11640,4119,,13711,4439,,15518,4557,,20441,5725,,25063,3702,,14489,2192,,32938,3243,,40885,17777,,39319,32234,,24602,21288,,12933,10464,
2021-04-02,10140,285230,2125,121767,,,406936,281753,34538,90645,,,476280,,285480,,46800,,144000,,,,,1,,,44,18,,3220,934,,5256,2410,,6560,2973,,8707,3586,,11764,4123,,13849,4443,,15702,4561,,20709,5729,,25744,3709,,16466,2217,,37962,3282,,42056,18900,,39527,32817,,24673,21482,,12990,10583,
2021-04-03,3102,288332,29,121796,,,410067,281896,37292,90879,,,476280,,285480,,46800,,144000,,,,,1,,,44,18,,3225,934,,5269,2410,,6566,2973,,8723,3586,,11789,4123,,13901,4443,,15736,4561,,20784,5730,,25967,3711,,16947,2221,,39664,3290,,42441,18908,,39585,32820,,24694,21483,,12996,10585,
2021-04-04,1594,289926,2,121798,,,411663,281896,38888,90879,,,476280,,285480,,46800,,144000,,,,,1,,,44,18,,3227,934,,5270,2410,,6575,2973,,8737,3586,,11801,4123,,13926,4443,,15763,4561,,20825,5730,,26049,3711,,17129,2221,,40636,3290,,42627,18908,,39614,32821,,24704,21484,,12998,10585,
2021-04-05,1,289927,,121798,,,411664,281897,38888,90879,,,476280,,285480,,46800,,144000,,,,,1,,,44,18,,3227,934,,5270,2410,,6575,2973,,8737,3586,,11802,4123,,13926,4443,,15763,4561,,20825,5730,,26049,3711,,17129,2221,,40636,3290,,42627,18908,,39614,32821,,24704,21484,,12998,10585,
2021-04-06,2470,292397,369,122167,,,414503,281946,39298,93259,,,476280,,285480,,46800,,144000,,,,,1,,,44,18,,3230,934,,5270,2411,,6577,2973,,8740,3586,,11811,4124,,13942,4444,,15789,4562,,20895,5731,,27845,3712,,17595,2224,,40672,3329,,42640,19182,,39625,32852,,24713,21488,,13008,10597,
2021-04-07,6150,298547,21,122188,,,420674,281980,40908,97786,,,517230,40950,326430,,46800,,144000,,,,,1,,,44,18,,3233,934,,5274,2411,,6585,2973,,8751,3586,,11832,4124,,13969,4444,,15818,4562,,20945,5731,,31255,3712,,19128,2225,,41379,3329,,42897,19194,,39688,32857,,24734,21490,,13014,10598,
2021-04-08,14759,313306,658,122846,,,436091,293803,41785,100503,,,531630,,326430,14400,61200,,144000,,,,,1,,,55,19,,3268,939,,5293,2414,,6616,2975,,8783,3588,,11881,4131,,14036,4449,,15894,4577,,21031,5748,,33481,3722,,24637,2243,,46624,3402,,43759,19456,,39974,32985,,24869,21558,,13104,10640,
2021-04-09,18564,331870,1701,124547,,,456356,312909,41907,101540,,,531630,,326430,,61200,,144000,,,,,1,,,55,20,,3286,946,,5311,2420,,6638,2987,,8806,3600,,11913,4143,,14090,4461,,15959,4587,,21132,5777,,34448,3754,,34761,2299,,52142,3543,,44748,20073,,40335,33409,,25035,21775,,13210,10753,
2021-04-10,9082,340952,131,124678,,,465568,321267,41911,102390,,,531630,,326430,,61200,,144000,,,,,1,,,56,20,,3300,946,,5325,2420,,6653,2987,,8829,3601,,11953,4144,,14158,4463,,16055,4589,,21285,5781,,35432,3756,,39150,2302,,55020,3548,,45047,20108,,40410,33464,,25061,21788,,13217,10761,
2021-04-11,1629,342581,13,124691,,,467210,322758,42041,102411,,,531630,,326430,,61200,,144000,,,,,1,,,56,20,,3305,946,,5330,2420,,6660,2987,,8842,3601,,11967,4145,,14169,4463,,16093,4589,,21322,5781,,35490,3756,,39901,2305,,55529,3552,,45174,20108,,40449,33464,,25072,21793,,13221,10761,
2021-04-12,1661,344242,206,124897,,,469077,323351,42579,103147,,,577380,40950,367380,,61200,4800,148800,,,,,1,,,56,20,,3306,946,,5333,2420,,6660,2987,,8844,3601,,11971,4145,,14177,4463,,16107,4589,,21334,5781,,36067,3756,,40616,2306,,55742,3603,,45250,20203,,40468,33504,,25084,21806,,13226,10767,
2021-04-13,3093,347335,785,125682,,,472955,325176,43244,104535,,,577380,,367380,,61200,,148800,,,,,1,,,56,20,,3306,950,,5335,2423,,6663,2993,,8845,3606,,11974,4158,,14182,4472,,16116,4606,,21350,5792,,37207,3776,,41938,2316,,56183,3727,,45344,20601,,40508,33619,,25091,21845,,13236,10778,
2021-04-14,7841,355176,3863,129545,,,484659,335145,43573,105941,,,584580,,367380,,61200,,148800,7200,7200,,,1,,,58,22,,3325,952,,5356,2424,,6688,2996,,8895,3613,,12056,4161,,14264,4476,,16265,4612,,21581,5797,,38343,3790,,45510,2371,,57988,4700,,45743,22744,,40646,34091,,25169,21955,,13288,10841,
2021-04-15,9497,364673,10065,139610,,,504216,351524,46328,106364,,,584580,,367380,,61200,,148800,,7200,,,1,,,67,22,,3367,956,,5373,2427,,6717,3009,,8947,3624,,12114,4174,,14340,4489,,16358,4631,,21799,5826,,38949,3819,,50635,2693,,60218,7559,,46313,27812,,40862,35302,,25276,22240,,13337,11027,
2021-04-16,8408,373081,5741,145351,,,518364,361502,48940,107922,,,584580,,367380,,61200,,148800,,7200,,,1,,,67,22,,3397,962,,5416,2429,,6775,3017,,9037,3640,,12274,4199,,14599,4509,,16656,4657,,22156,5853,,39653,3868,,54671,2866,,61799,9086,,46777,30440,,41049,36042,,25370,22571,,13384,11190,
2021-04-17,2507,375588,3653,149004,,,524524,364092,52236,108196,,,584580,,367380,,61200,,148800,,7200,,,1,,,67,22,,3401,964,,5423,2432,,6785,3019,,9053,3640,,12302,4201,,14630,4515,,16694,4664,,22242,5861,,40579,3879,,55600,2892,,62089,9781,,46866,32601,,41086,36640,,25382,22670,,13388,11223,
2021-04-18,1279,376867,7,149011,,,525810,364349,53265,108196,,,584580,,367380,,61200,,148800,,7200,,,1,,,67,22,,3404,964,,5426,2432,,6787,3019,,9059,3640,,12305,4201,,14638,4515,,16703,4665,,22264,5861,,41003,3879,,56010,2892,,62321,9782,,46977,32603,,41108,36642,,25401,22671,,13393,11223,
2021-04-19,2336,379203,374,149385,,,528520,364351,54369,109800,,,643500,42120,409500,,61200,16800,165600,,7200,,,1,,,67,22,,3430,968,,5446,2433,,6820,3020,,9109,3642,,12397,4201,,14782,4515,,16957,4668,,22847,5866,,41349,3908,,56600,2897,,62451,9802,,47025,32864,,41121,36674,,25405,22681,,13396,11224,
2021-04-20,5222,384425,1474,150859,,,535213,366286,54596,114331,,,643500,,409500,,61200,,165600,,7200,,,1,,,67,23,,3471,969,,5516,2436,,6917,3022,,9264,3645,,12682,4204,,15145,4521,,18028,4672,,24584,5882,,42149,3919,,57040,3024,,62559,10815,,47063,33112,,41133,36699,,25410,22690,,13396,11226,
2021-04-21,7747,392172,9153,160012,,,552100,378577,56932,116591,,,643500,,409500,,61200,,165600,,7200,,,1,,,68,23,,3585,983,,5557,2451,,7003,3043,,9393,3675,,12869,4242,,15504,4559,,18542,4747,,25356,5991,,44081,4061,,58892,3546,,63609,16294,,47458,35253,,41313,37008,,25495,22834,,13446,11302,
2021-04-22,8147,400319,11921,171933,,,572127,395858,57736,118533,,,643500,,409500,,61200,,165600,,7200,,,1,,,68,39,,3675,1018,,5648,2460,,7108,3055,,9556,3688,,13173,4262,,15869,4575,,19005,4773,,25927,6047,,45823,4159,,61464,4521,,64619,24204,,47804,37350,,41470,37394,,25591,22980,,13518,11408,
2021-04-23,10891,411210,6826,178759,,,589828,405175,59108,125545,,,643500,,409500,,61200,,165600,,7200,,,1,,,68,39,,6930,1045,,5843,2465,,7285,3064,,9861,3701,,13581,4282,,16546,4594,,19915,4817,,27036,6097,,47059,4238,,62869,5367,,65320,28293,,48039,38560,,41602,37656,,25669,23081,,13586,11460,
2021-04-24,2491,413701,463,179222,,,592778,405683,59248,127847,,,651900,,409500,8400,69600,,165600,,7200,,,1,,,68,39,,7312,1045,,5862,2465,,7436,3066,,10156,3702,,14044,4283,,16965,4595,,20070,4817,,27351,6102,,47256,4241,,62929,5418,,65343,28598,,48044,38620,,41606,37667,,25670,23092,,13588,11472,
2021-04-25,658,414359,20,179242,,,593453,405683,59923,127847,,,651900,,409500,,69600,,165600,,7200,,,1,,,68,39,,7312,1045,,5864,2465,,7437,3066,,10157,3702,,14044,4283,,16966,4595,,20070,4817,,27352,6103,,47282,4241,,63030,5418,,65697,28601,,48154,38630,,41643,37673,,25689,23092,,13593,11472,
2021-04-26,379,414738,8,179250,,,593840,405685,59923,128232,,,718650,64350,473850,,69600,2400,168000,,7200,,,1,,,68,39,,7334,1047,,5877,2465,,7455,3067,,10179,3702,,14076,4283,,17014,4595,,20150,4818,,27459,6104,,47310,4242,,63038,5418,,65697,28602,,48154,38631,,41644,37673,,25689,23092,,13593,11472,
2021-04-27,461,415199,8,179258,,,594306,405688,59923,128695,,,718650,,473850,,69600,,168000,,7200,,,1,,,68,39,,7391,1047,,5955,2466,,7484,3068,,10211,3702,,14138,4283,,17068,4596,,20212,4821,,27525,6105,,47327,4242,,63040,5418,,65699,28602,,48154,38631,,41644,37673,,25689,23092,,13593,11473,
2021-04-28,3195,418394,4814,184072,,,602311,411285,61695,129331,,,718650,,473850,,69600,,168000,,7200,,,1,,,69,39,,7429,1049,,5981,2467,,7507,3070,,10302,3705,,14242,4287,,17246,4609,,20458,4831,,27939,6122,,48011,4281,,63794,6396,,66072,31519,,48317,39312,,41705,37781,,25714,23125,,13607,11479,
2021-04-29,6024,424418,13381,197453,,,621708,425259,66229,130220,,,728250,,473850,9600,79200,,168000,,7200,,,1,,,71,51,,7464,1143,,6004,2530,,7547,3087,,10352,3734,,14330,4325,,17391,4652,,20883,4909,,28632,6206,,49572,4469,,65417,10873,,66703,37747,,48612,40830,,41876,38104,,25846,23249,,13717,11544,
2021-04-30,6356,430774,14886,212339,,,642873,444488,66939,131374,72,,803850,,473850,,79200,69600,237600,6000,13200,,,1,,,75,51,,7573,1288,,6090,2571,,7633,3118,,10461,3772,,14550,4377,,17600,4728,,21392,4983,,29415,6296,,50786,4740,,67180,18903,,67428,42395,,48929,41746,,42007,38403,,25906,23363,,13748,11605,
2021-05-01,873,431647,6366,218705,,,650107,450866,67687,131482,72,,803850,,473850,,79200,,237600,,13200,,,1,,,75,52,,7575,1303,,6091,2580,,7639,3135,,10465,3798,,14558,4417,,17619,4787,,21419,5092,,29456,6444,,51208,4977,,67387,22374,,67518,44333,,48954,41974,,42021,38455,,25910,23374,,13751,11610,
2021-05-02,1292,432939,2161,220866,,,653560,452599,69407,131482,72,,803850,,473850,,79200,,237600,,13200,,,1,,,76,52,,7586,1304,,6095,2581,,7649,3145,,10475,3812,,14579,4430,,17641,4813,,21453,5119,,29513,6487,,51982,5063,,67617,22541,,67581,45552,,48980,42373,,42036,38570,,25921,23406,,13754,11618,
2021-05-03,5106,438045,2946,223812,,,661607,459570,70214,131746,77,,860010,56160,530010,,79200,,237600,,13200,,,1,,,76,52,,7593,1306,,6107,2588,,7669,3150,,10495,3819,,14609,4439,,17716,4821,,22278,5127,,31293,6506,,52936,5127,,68299,23735,,67901,46856,,49143,42607,,42133,38624,,25985,23429,,13811,11626,
2021-05-04,7184,445229,2815,226627,,,671492,466474,71322,133510,186,,860010,,530010,,79200,,237600,,13200,,,1,,,78,52,,7663,1318,,6230,2621,,7830,3190,,10704,3831,,14949,4482,,18106,4864,,23141,5168,,33683,6571,,54573,5245,,68826,24871,,68152,47840,,49256,42821,,42202,38674,,26015,23445,,13820,11634,
2021-05-05,10188,455417,7974,234601,,,689570,480135,73444,135724,267,,860010,,530010,,79200,,237600,,13200,,,1,,,79,54,,7709,1456,,6319,2691,,7946,3231,,10905,3888,,15257,4571,,18535,4980,,24495,5299,,38529,6727,,55566,5382,,69704,28523,,68600,50372,,49503,43377,,42337,38840,,26083,23531,,13849,11679,
2021-05-06,15699,471116,12297,246898,,,717496,505727,73860,137582,327,,874410,,530010,14400,93600,,237600,,13200,,,1,,,80,62,,7743,1627,,6401,2782,,8070,3277,,11133,3985,,15587,4701,,18930,5133,,28999,5496,,42967,7023,,57897,5747,,71313,34677,,69378,53689,,49899,44148,,42555,39115,,26218,23678,,13945,11758,
2021-05-07,13596,484712,8627,255525,,,738928,521863,74793,141161,1111,,874410,,530010,,93600,,237600,,13200,,,1,,,81,63,,7871,1698,,6718,2940,,8459,3480,,11668,4225,,16263,5053,,19698,5499,,32176,5823,,46262,7470,,59859,6184,,72384,38370,,69992,55333,,50236,44542,,42722,39276,,26320,23760,,14002,11809,
2021-05-08,5537,490249,5292,260817,,,749211,527600,77937,142023,1651,,874410,,530010,,93600,,237600,,13200,,,1,,,81,63,,7931,1712,,6817,2987,,8593,3541,,11873,4309,,16586,5187,,20177,5663,,33569,5983,,47673,7661,,60565,6446,,72709,39816,,70216,57468,,50335,44982,,42767,39383,,26345,23794,,14011,11822,
2021-05-09,1655,491904,137,260954,,,751001,527605,78751,142993,1652,,874410,,530010,,93600,,237600,,13200,,,1,,,81,63,,8000,1712,,6870,2990,,8683,3541,,12002,4311,,16764,5189,,20490,5667,,33690,5989,,48016,7667,,60737,6455,,72846,39888,,70250,57495,,50346,44987,,42770,39384,,26347,23794,,14011,11822,
2021-05-10,2332,494236,1383,262337,,,753995,527650,78893,145080,2372,,932910,58500,588510,,93600,,237600,,13200,,,1,,,81,64,,8107,1878,,6964,3061,,8851,3608,,12331,4445,,17225,5362,,21102,5871,,33976,6127,,48191,7801,,60791,6551,,72871,39956,,70263,57555,,50351,45010,,42772,39406,,26347,23807,,14012,11835,
2021-05-11,8280,502516,2143,264480,,,764078,531972,80141,149254,2711,,932910,,588510,,93600,,237600,,13200,,,1,,,86,64,,8243,2049,,7143,3132,,9110,3681,,12672,4542,,19148,5480,,22445,6001,,34942,6254,,49261,7949,,61517,6880,,73481,40481,,70649,57734,,50548,45086,,42867,39448,,26378,23843,,14025,11856,
2021-05-12,16621,519137,5872,270352,,,785121,549154,80509,151305,4153,,947310,,588510,,93600,14400,252000,,13200,,,2,,,104,65,,8573,2094,,7522,3200,,9598,3799,,13462,4794,,20431,5904,,24213,6540,,38890,6530,,52220,8201,,63421,7973,,74727,41989,,71353,58577,,50901,45322,,43074,39560,,26536,23901,,14110,11903,
2021-05-13,19543,538680,9780,280132,,,813323,571369,82567,154127,5260,,967710,,588510,14400,108000,,252000,6000,19200,,,2,,,143,66,,8953,2209,,8120,3469,,10379,4134,,14441,5083,,22136,6241,,28660,6841,,41868,6808,,55235,8544,,65162,9725,,75849,45053,,72128,60259,,51324,45918,,43360,39779,,26690,24027,,14230,11976,
2021-05-14,17453,556133,8724,288856,,,837398,586008,83257,160784,7349,,967710,,588510,,108000,,252000,,19200,,,2,,,152,67,,9439,2493,,8684,3765,,11029,4436,,16549,5545,,24587,6872,,31167,7632,,44721,7402,,57590,9157,,66487,11232,,76788,46893,,72646,61126,,51644,46187,,43550,39919,,26802,24105,,14296,12025,
2021-05-15,6940,563073,4346,293202,,,846134,587864,83902,164471,9897,,967710,,588510,,108000,,252000,,19200,,,2,,,153,67,,9899,2732,,9327,4145,,11718,4817,,17512,6040,,25588,7467,,31881,8127,,45327,7714,,58508,9767,,67033,11823,,77033,47060,,72719,61169,,51677,46201,,43579,39931,,26817,24111,,14300,12031,
2021-05-16,183,563256,2956,296158,,,849272,587865,86913,164596,9898,,967710,,588510,,108000,,252000,,19200,,,2,,,153,67,,9902,2735,,9332,4150,,11726,4822,,17520,6052,,25619,7479,,31940,8148,,45359,7732,,58532,9814,,67039,12956,,77036,48058,,72720,61613,,51678,46376,,43580,39974,,26818,24136,,14300,12046,
2021-05-17,3560,566816,5129,301287,,,857311,587871,87068,171827,10545,,1027380,59670,648180,,108000,,252000,,19200,,,2,,,153,67,,10031,2922,,9765,4293,,12786,4993,,17976,6276,,26150,7833,,32601,8629,,45526,8265,,58585,10593,,67051,14518,,77045,48627,,72734,61700,,51683,46405,,43592,39980,,26827,24136,,14309,12050,
2021-05-18,10370,577186,3645,304932,,,869576,594020,88814,174452,12290,,1027380,,648180,,108000,,252000,,19200,,,2,,,171,67,,11136,3070,,10642,4399,,13471,5142,,18905,6478,,27535,8095,,34102,8885,,46571,8605,,59536,11002,,67780,15060,,77545,49269,,73058,61976,,51851,46497,,43688,40050,,26860,24212,,14333,12125,
2021-05-19,15945,593131,8062,312994,,,892488,607117,93235,178767,13369,,1027380,,648180,,108000,,252000,,19200,,,2,,,197,67,,11920,3231,,11379,4572,,14507,5356,,20497,6769,,29763,8497,,36348,9429,,48404,9228,,61319,11881,,69063,17118,,78510,51052,,73659,62462,,52182,46718,,43924,40161,,26996,24274,,14461,12179,
2021-05-20,23639,616770,7101,320095,,,922434,625937,100746,181595,14156,,1053780,,648180,14400,122400,12000,264000,,19200,,,2,,,244,69,,13563,3340,,13138,4720,,16802,5522,,23312,6994,,33668,8764,,40306,9753,,50627,9729,,63122,12669,,70288,18744,,79338,52724,,74143,63093,,52450,46992,,44110,40321,,27115,24389,,14542,12272,
2021-05-21,15101,631871,12851,332946,,,948595,640153,102989,189522,15931,,1060980,,648180,,122400,,264000,7200,26400,,,2,,,273,73,,14606,3607,,14401,5185,,18201,5934,,24771,7507,,35587,9615,,42148,10791,,52173,10957,,64640,14298,,71412,21556,,80110,54781,,74674,63984,,52770,47394,,44296,40475,,27209,24461,,14598,12328,
2021-05-22,3485,635356,7564,340510,,,959535,645711,103457,194342,16025,,1060980,,648180,,122400,,264000,,26400,,,2,,,278,75,,14943,3680,,14681,5323,,18540,6137,,25204,7828,,36047,10148,,42586,11476,,52496,11706,,65014,15281,,71606,23648,,80275,56050,,74746,64300,,52813,47504,,44314,40535,,27212,24484,,14599,12335,
2021-05-23,1216,636572,1858,342368,,,962609,645724,106512,194348,16025,,1060980,,648180,,122400,,264000,,26400,,,2,,,278,75,,14987,3680,,14756,5325,,18656,6140,,25294,7830,,36154,10149,,42681,11484,,52667,11714,,65191,15293,,71719,24428,,80335,56452,,74819,64756,,52868,47628,,44337,40576,,27224,24498,,14604,12340,
2021-05-24,1209,637781,5352,347720,,,968809,646334,106642,199450,16383,,1119480,58500,706680,,122400,,264000,,26400,,,2,,,284,75,,15135,3813,,14855,5435,,18769,6286,,25435,8057,,36295,10518,,42839,11962,,52798,12335,,65260,16223,,71790,25796,,80388,57158,,74843,64936,,52893,47662,,44355,40595,,27228,24511,,14612,12358,
2021-05-25,3744,641525,7033,354753,,,978489,650677,107048,203292,17472,,1119480,,706680,,122400,,264000,,26400,,,2,,,286,75,,15349,3956,,15044,5596,,19016,6450,,25809,8285,,36723,10849,,43233,12351,,53100,13136,,65547,17518,,72004,27304,,80656,58137,,75145,65409,,53130,47930,,44504,40756,,27317,24601,,14660,12400,
2021-05-26,7280,648805,15168,369921,,,999898,667368,108093,205941,18496,,1119480,,706680,,122400,,264000,,26400,,,2,,,296,79,,15729,4130,,15412,5783,,19418,6642,,26322,8540,,37399,11195,,43897,12741,,54001,15332,,66493,24007,,72789,29669,,81322,59538,,75493,65997,,53359,48221,,44690,40917,,27430,24684,,14753,12446,
2021-05-27,9287,658092,20574,390495,,,1028779,688738,110302,210282,19457,,1133880,,706680,14400,136800,,264000,,26400,,,2,,,307,79,,16410,4321,,15999,6009,,20150,6953,,27157,8913,,38429,11758,,44903,13371,,54994,19877,,67479,29869,,73592,33755,,81991,61547,,75874,66951,,53579,48660,,44856,41113,,27530,24802,,14840,12517,
2021-05-28,8563,666655,14221,404716,,,1050338,699569,114297,215803,20669,,1215480,,706680,,136800,62400,326400,19200,45600,,,2,,,318,80,,16857,4527,,16399,6295,,20652,7312,,27803,9474,,39189,12554,,45719,14396,,56233,22328,,68775,33029,,74478,36318,,82656,63067,,76289,67672,,53771,48986,,44994,41253,,27624,24868,,14896,12557,
2021-05-29,3875,670530,6902,411618,,,1060808,703919,117334,218582,20973,,1215480,,706680,,136800,,326400,,45600,,,2,,,319,80,,16935,4612,,16485,6386,,20750,7451,,27922,9660,,39350,12833,,45867,14764,,56961,24018,,69652,34464,,75251,37639,,83161,63834,,76491,68035,,53823,49080,,45025,41301,,27638,24893,,14898,12568,
2021-05-30,1,670531,2,411620,,,1060811,703921,117334,218583,20973,,1215480,,706680,,136800,,326400,,45600,,,2,,,319,80,,16935,4612,,16485,6386,,20750,7451,,27923,9660,,39350,12833,,45867,14764,,56961,24020,,69652,34464,,75251,37639,,83161,63834,,76491,68035,,53823,49080,,45025,41301,,27638,24893,,14898,12568,
2021-05-31,3001,673532,4089,415709,,,1067350,705140,118651,222039,21520,,1320780,105300,811980,,136800,,326400,,45600,,,2,,,319,80,,17157,4732,,16726,6508,,20999,7596,,28244,9857,,39683,13162,,46195,15137,,57292,24636,,69922,35114,,75569,38595,,83399,64243,,76576,68145,,53862,49100,,45048,41316,,27641,24908,,14898,12580,
2021-06-01,4753,678285,11883,427592,,,1082436,710877,119028,229473,23058,,1320780,,811980,,136800,,326400,,45600,,,2,,,325,85,,17529,5035,,17016,6770,,21379,7909,,28685,10256,,40188,13729,,46791,15920,,57877,26092,,70541,37175,,75919,42220,,83607,65730,,76732,68481,,53961,49212,,45118,41409,,27683,24953,,14932,12616,
2021-06-02,15926,694211,14577,442169,,,1111610,734027,120986,232227,24370,,1632780,,811980,,136800,300000,626400,12000,57600,,,2,,,427,86,,19115,5301,,18542,7075,,22853,8314,,30338,10848,,41944,14630,,48457,17152,,59608,29030,,72315,39814,,76934,44948,,84240,67175,,77155,69062,,54183,49479,,45285,41551,,27792,25036,,15021,12668,
