date,vaccination.region.kp.1st,vaccination.region.kp.1st.todate,vaccination.region.kp.2nd,vaccination.region.kp.2nd.todate,vaccination.region.kp.3rd,vaccination.region.kp.3rd.todate,vaccination.region.ng.1st,vaccination.region.ng.1st.todate,vaccination.region.ng.2nd,vaccination.region.ng.2nd.todate,vaccination.region.ng.3rd,vaccination.region.ng.3rd.todate,vaccination.region.po.1st,vaccination.region.po.1st.todate,vaccination.region.po.2nd,vaccination.region.po.2nd.todate,vaccination.region.po.3rd,vaccination.region.po.3rd.todate,vaccination.region.kr.1st,vaccination.region.kr.1st.todate,vaccination.region.kr.2nd,vaccination.region.kr.2nd.todate,vaccination.region.kr.3rd,vaccination.region.kr.3rd.todate,vaccination.region.lj.1st,vaccination.region.lj.1st.todate,vaccination.region.lj.2nd,vaccination.region.lj.2nd.todate,vaccination.region.lj.3rd,vaccination.region.lj.3rd.todate,vaccination.region.nm.1st,vaccination.region.nm.1st.todate,vaccination.region.nm.2nd,vaccination.region.nm.2nd.todate,vaccination.region.nm.3rd,vaccination.region.nm.3rd.todate,vaccination.region.kk.1st,vaccination.region.kk.1st.todate,vaccination.region.kk.2nd,vaccination.region.kk.2nd.todate,vaccination.region.kk.3rd,vaccination.region.kk.3rd.todate,vaccination.region.za.1st,vaccination.region.za.1st.todate,vaccination.region.za.2nd,vaccination.region.za.2nd.todate,vaccination.region.za.3rd,vaccination.region.za.3rd.todate,vaccination.region.ce.1st,vaccination.region.ce.1st.todate,vaccination.region.ce.2nd,vaccination.region.ce.2nd.todate,vaccination.region.ce.3rd,vaccination.region.ce.3rd.todate,vaccination.region.sg.1st,vaccination.region.sg.1st.todate,vaccination.region.sg.2nd,vaccination.region.sg.2nd.todate,vaccination.region.sg.3rd,vaccination.region.sg.3rd.todate,vaccination.region.mb.1st,vaccination.region.mb.1st.todate,vaccination.region.mb.2nd,vaccination.region.mb.2nd.todate,vaccination.region.mb.3rd,vaccination.region.mb.3rd.todate,vaccination.region.ms.1st,vaccination.region.ms.1st.todate,vaccination.region.ms.2nd,vaccination.region.ms.2nd.todate,vaccination.region.ms.3rd,vaccination.region.ms.3rd.todate
2021-06-23,140,43494,634,33993,,,239,47638,673,37778,,,140,21836,469,16289,,,164,86206,2137,66684,,,1488,235901,3487,173196,,,521,54819,731,44229,,,176,27562,670,22028,,,109,24188,557,18428,,,893,97189,2119,75071,,,249,28890,502,23476,,,686,115243,3166,92677,,,133,41362,680,31485,,
2021-06-24,535,44029,1458,35451,,,338,47976,1726,39504,,,72,21908,406,16695,,,436,86642,2083,68767,,,1330,237231,6048,179244,,,458,55277,919,45148,,,167,27729,335,22363,,,73,24261,320,18748,,,383,97572,3147,78218,,,124,29014,1227,24703,,,840,116083,2946,95623,,,346,41708,1031,32516,,
2021-06-25,,44029,,35451,,,,47976,,39504,,,,21908,,16695,,,3,86645,3,68770,,,2,237233,5,179249,,,,55277,1,45149,,,5,27734,49,22412,,,,24261,1,18749,,,,97572,,78218,,,,29014,,24703,,,,116083,,95623,,,,41708,,32516,,
2021-06-26,1,44030,4,35455,,,44,48020,24,39528,,,4,21912,5,16700,,,6,86651,8,68778,,,190,237423,285,179534,,,,55277,5,45154,,,2,27736,3,22415,,,47,24308,7,18756,,,7,97579,32,78250,,,7,29021,431,25134,,,96,116179,2420,98043,,,28,41736,523,33039,,
2021-06-27,1,44031,,35455,,,,48020,,39528,,,,21912,,16700,,,5,86656,4,68782,,,2,237425,2,179536,,,,55277,,45154,,,,27736,,22415,,,,24308,,18756,,,2,97581,5,78255,,,,29021,,25134,,,,116179,,98043,,,,41736,,33039,,
2021-06-28,9,44040,47,35502,,,342,48362,84,39612,,,23,21935,203,16903,,,15,86671,88,68870,,,293,237718,2433,181969,,,36,55313,564,45718,,,54,27790,131,22546,,,66,24374,395,19151,,,40,97621,72,78327,,,1,29022,22,25156,,,185,116364,468,98511,,,235,41971,668,33707,,
2021-06-29,123,44163,548,36050,,,177,48539,363,39975,,,12,21947,345,17248,,,114,86785,1601,70471,,,505,238223,3706,185675,,,325,55638,596,46314,,,35,27825,52,22598,,,22,24396,192,19343,,,127,97748,739,79066,,,21,29043,56,25212,,,338,116702,1526,100037,,,127,42098,597,34304,,
2021-06-30,115,44278,259,36309,,,193,48732,466,40441,,,194,22141,571,17819,,,299,87084,1151,71622,,,920,239143,3790,189465,,,230,55868,420,46734,,,264,28089,258,22856,,,63,24459,398,19741,,,581,98329,1515,80581,,,240,29283,298,25510,,,475,117177,1518,101555,,,135,42233,631,34935,,
2021-07-01,214,44492,1643,37952,,,264,48996,1151,41592,,,108,22249,515,18334,,,131,87215,1165,72787,,,1146,240289,5129,194594,,,253,56121,757,47491,,,174,28263,581,23437,,,136,24595,368,20109,,,579,98908,2787,83368,,,37,29320,811,26321,2,2,379,117556,1044,102599,,,243,42476,883,35818,,
2021-07-02,105,44597,695,38647,,,250,49246,977,42569,,,91,22340,275,18609,1,1,86,87301,865,73652,,,1144,241433,2479,197073,,,387,56508,428,47919,,,130,28393,367,23804,,,105,24700,640,20749,,,406,99314,1619,84987,,,145,29465,452,26773,,2,727,118283,1969,104568,1,1,269,42745,499,36317,,
2021-07-03,14,44611,294,38941,,,4,49250,3,42572,,,4,22344,5,18614,,1,135,87436,57,73709,,,189,241622,222,197295,,,20,56528,348,48267,,,1,28394,5,23809,,,12,24712,37,20786,,,10,99324,7,84994,,,2,29467,2,26775,,2,6,118289,25,104593,,1,24,42769,199,36516,,
2021-07-04,,44611,17,38958,,,,49250,,42572,,,,22344,,18614,,1,,87436,,73709,,,,241622,,197295,,,,56528,,48267,,,,28394,,23809,,,,24712,,20786,,,,99324,1,84995,,,,29467,,26775,,2,,118289,,104593,,1,,42769,,36516,,
2021-07-05,17,44628,63,39021,,,45,49295,643,43215,,,41,22385,77,18691,,1,32,87468,128,73837,,,446,242068,2542,199837,,,168,56696,277,48544,,,42,28436,34,23843,,,21,24733,86,20872,,,33,99357,486,85481,,,9,29476,16,26791,,2,305,118594,831,105424,,1,276,43045,329,36845,,
2021-07-06,209,44837,715,39736,,,79,49374,55,43270,,,6,22391,180,18871,,1,249,87717,268,74105,,,889,242957,3708,203545,1,1,58,56754,87,48631,,,61,28497,66,23909,,,44,24777,116,20988,,,134,99491,387,85868,,,19,29495,205,26996,,2,335,118929,580,106004,,1,152,43197,332,37177,,
2021-07-07,53,44890,455,40191,1,1,214,49588,262,43532,,,127,22518,333,19204,,1,535,88252,1371,75476,,,1303,244260,3548,207093,1,2,279,57033,437,49068,,,164,28661,410,24319,,,136,24913,296,21284,,,396,99887,910,86778,,,148,29643,205,27201,,2,959,119888,705,106709,,1,145,43342,220,37397,,
2021-07-08,443,45333,571,40762,,1,580,50168,619,44151,,,79,22597,338,19542,,1,537,88789,1915,77391,,,1139,245399,4084,211177,1,3,368,57401,505,49573,,,283,28944,324,24643,,,108,25021,200,21484,,,653,100540,1361,88139,1,1,155,29798,182,27383,,2,899,120787,654,107363,1,2,439,43781,569,37966,,
2021-07-09,257,45590,384,41146,,1,200,50368,562,44713,,,157,22754,173,19715,,1,362,89151,438,77829,,,952,246351,2442,213619,,3,153,57554,481,50054,,,153,29097,287,24930,,,165,25186,452,21936,2,2,527,101067,842,88981,,1,105,29903,153,27536,,2,790,121577,1467,108830,4,6,459,44240,460,38426,17,17
2021-07-10,6,45596,2,41148,,1,30,50398,70,44783,,,5,22759,7,19722,,1,16,89167,22,77851,,,231,246582,159,213778,,3,118,57672,202,50256,,,3,29100,5,24935,,,6,25192,7,21943,,2,24,101091,22,89003,1,2,3,29906,8,27544,,2,12,121589,5,108835,,6,266,44506,108,38534,,17
2021-07-11,,45596,,41148,,1,,50398,,44783,,,,22759,,19722,,1,,89167,,77851,,,6,246588,5,213783,,3,,57672,,50256,,,,29100,1,24936,,,,25192,,21943,,2,,101091,,89003,,2,2,29908,2,27546,,2,206,121795,127,108962,,6,2,44508,2,38536,1,18
2021-07-12,28,45624,38,41186,,1,319,50717,132,44915,,,47,22806,107,19829,,1,217,89384,329,78180,,,513,247101,1893,215676,,3,445,58117,312,50568,,,82,29182,50,24986,,,92,25284,73,22016,,2,298,101389,400,89403,1,3,33,29941,40,27586,,2,576,122371,392,109354,,6,336,44844,291,38827,,18
2021-07-13,385,46009,543,41729,,1,143,50860,174,45089,,,19,22825,193,20022,,1,144,89528,199,78379,,,1040,248141,2046,217722,1,4,60,58177,127,50695,,,116,29298,89,25075,,,143,25427,164,22180,,2,257,101646,164,89567,,3,21,29962,22,27608,,2,526,122897,354,109708,,6,187,45031,255,39082,,18
2021-07-14,220,46229,159,41888,,1,213,51073,207,45296,,,281,23106,181,20203,,1,1227,90755,1287,79666,,,1158,249299,1866,219588,,4,262,58439,298,50993,,,438,29736,285,25360,,,169,25596,239,22419,,2,532,102178,641,90208,,3,303,30265,309,27917,,2,1159,124056,798,110506,,6,205,45236,184,39266,,18
2021-07-15,702,46931,678,42566,,1,501,51574,558,45854,1,1,102,23208,154,20357,,1,667,91422,1384,81050,,,1573,250872,2405,221993,1,5,802,59241,640,51633,,,190,29926,247,25607,,,133,25729,121,22540,,2,1239,103417,1100,91308,1,4,295,30560,161,28078,,2,895,124951,894,111400,1,7,337,45573,536,39802,,18
2021-07-16,245,47176,207,42773,,1,161,51735,189,46043,,1,272,23480,135,20492,,1,156,91578,245,81295,,,1625,252497,1581,223574,,5,332,59573,482,52115,,,133,30059,259,25866,,,249,25978,231,22771,,2,706,104123,684,91992,,4,185,30745,174,28252,,2,1331,126282,1262,112662,1,8,842,46415,469,40271,,18
2021-07-17,9,47185,6,42779,,1,125,51860,48,46091,,1,80,23560,77,20569,,1,65,91643,62,81357,,,401,252898,361,223935,,5,272,59845,239,52354,,,6,30065,4,25870,,,15,25993,8,22779,,2,55,104178,56,92048,,4,12,30757,7,28259,,2,318,126600,196,112858,,8,13,46428,9,40280,,18
2021-07-18,,47185,,42779,,1,,51860,,46091,,1,,23560,,20569,,1,,91643,,81357,,,,252898,,223935,,5,,59845,,52354,,,5,30070,3,25873,,,16,26009,3,22782,,2,2,104180,1,92049,,4,,30757,,28259,,2,,126600,,112858,,8,5,46433,2,40282,,18
2021-07-19,34,47219,36,42815,,1,207,52067,223,46314,,1,72,23632,54,20623,,1,108,91751,123,81480,1,1,780,253678,978,224913,,5,395,60240,257,52611,,,103,30173,64,25937,1,1,52,26061,61,22843,,2,168,104348,335,92384,,4,26,30783,24,28283,,2,727,127327,525,113383,,8,426,46859,271,40553,,18
2021-07-20,355,47574,340,43155,,1,83,52150,449,46763,,1,44,23676,118,20741,,1,296,92047,208,81688,,1,1039,254717,917,225830,1,6,85,60325,64,52675,,,158,30331,127,26064,,1,111,26172,151,22994,,2,303,104651,300,92684,,4,169,30952,96,28379,,2,608,127935,371,113754,,8,178,47037,181,40734,,18
2021-07-21,90,47664,107,43262,,1,251,52401,243,47006,,1,258,23934,223,20964,,1,595,92642,889,82577,,1,1337,256054,1409,227239,2,8,461,60786,285,52960,,,415,30746,243,26307,,1,135,26307,101,23095,,2,772,105423,610,93294,,4,437,31389,314,28693,,2,1018,128953,733,114487,1,9,295,47332,241,40975,,18
2021-07-22,729,48393,442,43704,,1,442,52843,411,47417,,1,117,24051,97,21061,,1,931,93573,1027,83604,,1,1151,257205,1656,228895,,8,355,61141,577,53537,,,167,30913,122,26429,,1,113,26420,132,23227,,2,1002,106425,711,94005,1,5,145,31534,177,28870,1,3,958,129911,708,115195,,9,270,47602,207,41182,,18
2021-07-23,248,48641,209,43913,,1,404,53247,260,47677,,1,178,24229,117,21178,,1,180,93753,206,83810,,1,1083,258288,1127,230022,,8,403,61544,347,53884,,,121,31034,103,26532,,1,163,26583,193,23420,,2,1111,107536,951,94956,,5,229,31763,157,29027,,3,1029,130940,1081,116276,,9,638,48240,458,41640,,18
2021-07-24,6,48647,8,43921,,1,90,53337,42,47719,,1,14,24243,6,21184,,1,38,93791,21,83831,,1,522,258810,389,230411,,8,10,61554,9,53893,,,5,31039,4,26536,,1,8,26591,6,23426,,2,60,107596,41,94997,,5,8,31771,6,29033,,3,280,131220,157,116433,,9,61,48301,59,41699,,18
2021-07-25,5,48652,12,43933,,1,,53337,1,47720,,1,,24243,,21184,,1,,93791,1,83832,,1,3,258813,,230411,,8,,61554,,53893,,,,31039,,26536,,1,,26591,,23426,,2,,107596,1,94998,,5,,31771,,29033,,3,,131220,1,116434,,9,,48301,,41699,,18
2021-07-26,37,48689,25,43958,,1,191,53528,114,47834,,1,52,24295,55,21239,,1,75,93866,166,83998,,1,800,259613,643,231054,1,9,431,61985,267,54160,,,123,31162,61,26597,,1,45,26636,51,23477,,2,405,108001,419,95417,,5,31,31802,28,29061,,3,682,131902,471,116905,,9,433,48734,300,41999,,18
2021-07-27,518,49207,242,44200,,1,548,54076,221,48055,,1,25,24320,13,21252,,1,751,94617,405,84403,,1,1218,260831,924,231978,,9,171,62156,123,54283,,,145,31307,108,26705,,1,171,26807,116,23593,,2,223,108224,106,95523,,5,344,32146,159,29220,,3,471,132373,256,117161,,9,222,48956,179,42178,,18
2021-07-28,60,49267,56,44256,,1,175,54251,252,48307,,1,126,24446,75,21327,,1,352,94969,707,85110,,1,1664,262495,1660,233638,12,21,226,62382,369,54652,,,291,31598,193,26898,,1,151,26958,111,23704,,2,513,108737,446,95969,,5,300,32446,153,29373,,3,857,133230,768,117929,,9,465,49421,307,42485,,18
2021-07-29,489,49756,559,44815,,1,272,54523,253,48560,1,2,87,24533,79,21406,1,2,1048,96017,819,85929,,1,827,263322,1303,234941,,21,496,62878,312,54964,,,233,31831,282,27180,,1,75,27033,173,23877,,2,733,109470,1012,96981,,5,184,32630,253,29626,,3,841,134071,788,118717,1,10,345,49766,375,42860,,18
2021-07-30,257,50013,218,45033,,1,262,54785,440,49000,1,3,112,24645,88,21494,,2,88,96105,193,86122,,1,852,264174,997,235938,3,24,265,63143,361,55325,,,140,31971,248,27428,,1,210,27243,177,24054,,2,669,110139,807,97788,,5,104,32734,110,29736,,3,760,134831,1242,119959,,10,353,50119,368,43228,1,19
2021-07-31,10,50023,12,45045,,1,126,54911,101,49101,,3,11,24656,9,21503,,2,53,96158,37,86159,,1,480,264654,355,236293,,24,198,63341,194,55519,1,1,7,31978,7,27435,,1,76,27319,39,24093,,2,102,110241,71,97859,,5,45,32779,41,29777,,3,278,135109,171,120130,,10,41,50160,167,43395,,19
2021-08-01,,50023,,45045,,1,,54911,1,49102,,3,,24656,,21503,,2,,96158,,86159,,1,,264654,,236293,,24,,63341,,55519,,1,,31978,,27435,,1,,27319,,24093,,2,2,110243,2,97861,,5,6,32785,6,29783,,3,,135109,,120130,,10,,50160,,43395,,19
2021-08-02,36,50059,35,45080,,1,178,55089,291,49393,,3,46,24702,34,21537,,2,116,96274,286,86445,,1,634,265288,641,236934,,24,207,63548,175,55694,,1,71,32049,51,27486,,1,29,27348,54,24147,,2,491,110734,563,98424,,5,34,32819,5,29788,,3,483,135592,498,120628,2,12,287,50447,318,43713,,19
2021-08-03,402,50461,215,45295,,1,172,55261,173,49566,,3,36,24738,19,21556,,2,195,96469,77,86522,,1,1562,266850,1047,237981,,24,77,63625,96,55790,,1,127,32176,67,27553,,1,114,27462,132,24279,1,3,185,110919,178,98602,,5,117,32936,44,29832,,3,452,136044,413,121041,,12,246,50693,220,43933,,19
2021-08-04,95,50556,194,45489,,1,84,55345,284,49850,,3,210,24948,168,21724,,2,569,97038,867,87389,1,2,1313,268163,1209,239190,1,25,189,63814,170,55960,,1,233,32409,285,27838,1,2,20,27482,161,24440,,3,258,111177,343,98945,,5,232,33168,129,29961,,3,677,136721,935,121976,,12,222,50915,203,44136,,19
2021-08-05,399,50955,661,46150,1,2,463,55808,220,50070,,3,74,25022,86,21810,,2,986,98024,1084,88473,1,3,737,268900,1521,240711,1,26,345,64159,357,56317,,1,202,32611,269,28107,,2,125,27607,123,24563,,3,470,111647,539,99484,,5,69,33237,322,30283,,3,671,137392,627,122603,1,13,249,51164,441,44577,1,20
2021-08-06,161,51116,172,46322,,2,296,56104,260,50330,,3,118,25140,192,22002,,2,141,98165,97,88570,,3,507,269407,1012,241723,,26,175,64334,464,56781,,1,62,32673,63,28170,1,3,141,27748,185,24748,1,4,570,112217,873,100357,,5,100,33337,134,30417,,3,560,137952,1160,123763,1,14,337,51501,733,45310,,20
2021-08-07,5,51121,5,46327,,2,30,56134,61,50391,1,4,4,25144,2,22004,,2,11,98176,19,88589,,3,257,269664,205,241928,1,27,12,64346,11,56792,,1,24,32697,17,28187,,3,36,27784,19,24767,,4,23,112240,24,100381,,5,4,33341,6,30423,,3,178,138130,76,123839,,14,60,51561,29,45339,,20
2021-08-08,4,51125,2,46329,,2,3,56137,2,50393,,4,2,25146,,22004,,2,10,98186,8,88597,,3,323,269987,115,242043,,27,2,64348,,56792,,1,1,32698,2,28189,,3,1,27785,,24767,,4,1,112241,2,100383,,5,,33341,,30423,,3,35,138165,23,123862,,14,1,51562,3,45342,,20
2021-08-09,25,51150,16,46345,,2,13,56150,46,50439,,4,23,25169,44,22048,,2,143,98329,146,88743,,3,534,270521,625,242668,,27,258,64606,264,57056,,1,124,32822,63,28252,,3,36,27821,46,24813,,4,363,112604,226,100609,,5,58,33399,8,30431,,3,391,138556,447,124309,,14,214,51776,350,45692,,20
2021-08-10,370,51520,192,46537,,2,23,56173,144,50583,,4,52,25221,40,22088,,2,190,98519,124,88867,,3,1034,271555,1116,243784,,27,57,64663,82,57138,,1,95,32917,63,28315,,3,75,27896,72,24885,,4,148,112752,254,100863,,5,124,33523,146,30577,,3,339,138895,376,124685,,14,147,51923,226,45918,,20
2021-08-11,101,51621,105,46642,,2,56,56229,115,50698,,4,174,25395,375,22463,,2,415,98934,543,89410,,3,999,272554,1052,244836,2,29,138,64801,219,57357,,1,141,33058,106,28421,,3,39,27935,40,24925,,4,558,113310,644,101507,1,6,152,33675,95,30672,1,4,420,139315,671,125356,2,16,179,52102,234,46152,,20
2021-08-12,292,51913,662,47304,,2,156,56385,394,51092,,4,64,25459,114,22577,,2,740,99674,938,90348,1,4,761,273315,1250,246086,,29,248,65049,400,57757,,1,168,33226,273,28694,,3,154,28089,143,25068,,4,514,113824,835,102342,2,8,65,33740,262,30934,,4,454,139769,631,125987,,16,255,52357,329,46481,,20
2021-08-13,187,52100,231,47535,,2,215,56600,440,51532,,4,143,25602,145,22722,,2,176,99850,176,90524,,4,694,274009,915,247001,,29,215,65264,416,58173,,1,116,33342,149,28843,,3,152,28241,185,25253,,4,452,114276,729,103071,,8,97,33837,259,31193,,4,568,140337,1206,127193,2,18,207,52564,475,46956,,20
2021-08-14,3,52103,2,47537,,2,37,56637,74,51606,,4,,25602,3,22725,,2,6,99856,14,90538,,4,125,274134,133,247134,,29,4,65268,6,58179,,1,13,33355,7,28850,,3,3,28244,4,25257,,4,21,114297,23,103094,,8,4,33841,4,31197,,4,213,140550,158,127351,,18,37,52601,19,46975,,20
2021-08-15,,52103,,47537,,2,1,56638,1,51607,,4,1,25603,1,22726,,2,18,99874,13,90551,,4,11,274145,4,247138,,29,8,65276,5,58184,,1,,33355,,28850,,3,,28244,,25257,,4,10,114307,6,103100,,8,,33841,,31197,,4,17,140567,8,127359,,18,,52601,,46975,,20
2021-08-16,24,52127,39,47576,1,3,128,56766,274,51881,,4,33,25636,62,22788,,2,76,99950,74,90625,,4,809,274954,929,248067,5,34,275,65551,206,58390,,1,57,33412,66,28916,1,4,25,28269,39,25296,1,5,640,114947,584,103684,1,9,17,33858,24,31221,,4,504,141071,527,127886,3,21,220,52821,348,47323,,20
2021-08-17,374,52501,211,47787,,3,139,56905,562,52443,,4,62,25698,34,22822,,2,335,100285,386,91011,,4,1136,276090,1161,249228,,34,87,65638,107,58497,,1,148,33560,74,28990,1,5,115,28384,90,25386,,5,181,115128,170,103854,,9,144,34002,202,31423,,4,546,141617,459,128345,,21,225,53046,278,47601,,20
2021-08-18,148,52649,85,47872,,3,209,57114,161,52604,,4,180,25878,155,22977,1,3,245,100530,487,91498,,4,1312,277402,1205,250433,3,37,206,65844,314,58811,,1,169,33729,251,29241,,5,50,28434,111,25497,,5,525,115653,404,104258,,9,219,34221,208,31631,1,5,483,142100,712,129057,,21,255,53301,332,47933,1,21
2021-08-19,296,52945,510,48382,,3,224,57338,134,52738,,4,57,25935,91,23068,,3,1145,101675,1090,92588,1,5,731,278133,1089,251522,,37,175,66019,442,59253,,1,148,33877,173,29414,1,6,124,28558,225,25722,2,7,496,116149,877,105135,2,11,82,34303,152,31783,,5,559,142659,588,129645,1,22,229,53530,331,48264,,21
2021-08-20,260,53205,255,48637,,3,480,57818,402,53140,,4,129,26064,137,23205,,3,106,101781,92,92680,1,6,688,278821,876,252398,1,38,248,66267,244,59497,1,2,149,34026,170,29584,1,7,155,28713,199,25921,,7,498,116647,750,105885,,11,133,34436,187,31970,,5,632,143291,1035,130680,1,23,213,53743,284,48548,1,22
2021-08-21,4,53209,1,48638,,3,34,57852,40,53180,,4,3,26067,1,23206,,3,6,101787,18,92698,,6,94,278915,125,252523,,38,107,66374,123,59620,,2,17,34043,13,29597,,7,11,28724,28,25949,,7,77,116724,68,105953,,11,2,34438,1,31971,,5,167,143458,121,130801,,23,31,53774,18,48566,,22
2021-08-22,,53209,,48638,,3,,57852,,53180,,4,,26067,,23206,,3,,101787,,92698,,6,,278915,,252523,,38,,66374,,59620,,2,,34043,,29597,,7,,28724,,25949,,7,1,116725,1,105954,,11,,34438,,31971,,5,1,143459,1,130802,,23,,53774,,48566,,22
2021-08-23,13,53222,24,48662,1,4,169,58021,246,53426,,4,26,26093,42,23248,1,4,69,101856,104,92802,,6,692,279607,692,253215,1,39,250,66624,190,59810,4,6,62,34105,46,29643,,7,43,28767,48,25997,,7,503,117228,542,106496,,11,14,34452,34,32005,1,6,447,143906,409,131211,1,24,192,53966,288,48854,,22
2021-08-24,287,53509,193,48855,,4,216,58237,173,53599,,4,51,26144,41,23289,2,6,97,101953,249,93051,,6,1314,280921,1353,254568,3,42,102,66726,112,59922,,6,131,34236,110,29753,1,8,93,28860,83,26080,,7,465,117693,401,106897,,11,78,34530,167,32172,,6,596,144502,541,131752,,24,185,54151,193,49047,1,23
